"","KO","trinity","path"
"5671","K01792","TRINITY_DN37440_c0_g1_i1","ko00010"
"5672","K01517","TRINITY_DN37439_c0_g1_i1","ko00230"
"5673","K10684","TRINITY_DN37490_c0_g1_i1","ko04120"
"5675","K02889","TRINITY_DN37487_c0_g1_i2","ko03010"
"5676","K14015","TRINITY_DN13795_c0_g1_i1","ko04141"
"5677","K15633","TRINITY_DN37470_c0_g1_i1","ko00010"
"5680","K03599","TRINITY_DN37493_c0_g1_i1","NA"
"5683","K00953","TRINITY_DN37463_c0_g1_i1","ko00740"
"5684","K03063","TRINITY_DN37469_c0_g1_i1","ko03050"
"5687","K21403","TRINITY_DN37442_c0_g1_i1","NA"
"5690","K01738","TRINITY_DN37491_c0_g1_i1","ko00270"
"5693","K01081","TRINITY_DN37462_c0_g1_i1","ko00230"
"5694","K12194","TRINITY_DN37497_c0_g1_i1","ko04144"
"5698","K10408","TRINITY_DN30976_c0_g1_i1","ko05016"
"5706","K08582","TRINITY_DN30956_c0_g1_i1","NA"
"5708","K10772","TRINITY_DN30924_c0_g1_i1","ko03410"
"5713","K17679","TRINITY_DN13777_c1_g1_i2","NA"
"5714","K03235","TRINITY_DN30933_c0_g1_i1","NA"
"5718","K15272","TRINITY_DN22877_c1_g1_i1","NA"
"5721","K01280","TRINITY_DN22805_c0_g1_i1","NA"
"5723","K01135","TRINITY_DN13777_c0_g1_i1","ko00531"
"5724","K01883","TRINITY_DN22894_c0_g2_i1","ko00970"
"5726","K15920","TRINITY_DN22823_c0_g1_i1","ko00520"
"5729","K11728","TRINITY_DN22833_c0_g1_i1","NA"
"5733","K04564","TRINITY_DN22876_c0_g1_i1","ko04013"
"5739","K08770","TRINITY_DN22845_c0_g2_i1","ko03320"
"5740","K00899","TRINITY_DN22852_c0_g1_i2","ko00270"
"5741","K08819","TRINITY_DN22895_c0_g1_i1","NA"
"5742","K14563","TRINITY_DN22866_c0_g1_i2","ko03008"
"5743","K13539","TRINITY_DN22872_c0_g2_i1","NA"
"5744","K01404","TRINITY_DN22872_c0_g3_i1","ko05140"
"5748","K13988","TRINITY_DN22881_c0_g1_i1","ko00230"
"5756","K01876","TRINITY_DN46673_c0_g1_i1","ko00970"
"5758","K10408","TRINITY_DN46669_c0_g1_i1","ko05016"
"5761","K11099","TRINITY_DN46616_c0_g1_i1","ko03040"
"5763","K09486","TRINITY_DN46691_c0_g1_i1","ko04141"
"5775","K22733","TRINITY_DN20469_c0_g1_i1","NA"
"5776","K22733","TRINITY_DN20469_c0_g2_i1","NA"
"5784","K21803","TRINITY_DN20418_c1_g1_i1","NA"
"5789","K03695","TRINITY_DN20434_c0_g1_i6","ko04213"
"5790","K22614","TRINITY_DN13727_c1_g2_i1","NA"
"5791","K03696","TRINITY_DN20434_c0_g2_i2","NA"
"5793","K11992","TRINITY_DN20456_c0_g1_i1","ko00120"
"5794","K19603","TRINITY_DN20459_c0_g1_i1","ko04657"
"5795","K08794","TRINITY_DN20459_c0_g2_i1","ko04020"
"5797","K12567","TRINITY_DN20465_c0_g1_i1","ko05410"
"5798","K00710","TRINITY_DN20452_c0_g1_i5","ko00512"
"5802","K20129","TRINITY_DN20463_c0_g1_i2","NA"
"5813","K03671","TRINITY_DN20484_c0_g1_i1","ko04621"
"5816","K16461","TRINITY_DN16175_c0_g1_i1","NA"
"5818","K10408","TRINITY_DN20450_c0_g1_i1","ko05016"
"5828","K19788","TRINITY_DN38114_c0_g1_i1","NA"
"5830","K11254","TRINITY_DN38145_c0_g1_i1","ko05034"
"5833","K11805","TRINITY_DN38118_c0_g1_i1","NA"
"5840","K13878","TRINITY_DN38132_c0_g1_i1","NA"
"5842","K10747","TRINITY_DN38134_c0_g1_i1","ko03030"
"5847","K11262","TRINITY_DN38126_c0_g1_i1","ko00061"
"5848","K07968","TRINITY_DN38131_c0_g1_i1","ko00510"
"5857","K00799","TRINITY_DN24867_c0_g1_i1","ko00480"
"5859","K11323","TRINITY_DN24878_c0_g1_i4","NA"
"5864","K19306","TRINITY_DN24856_c0_g1_i1","NA"
"5867","K15255","TRINITY_DN24857_c0_g1_i2","NA"
"5874","K09527","TRINITY_DN24888_c0_g1_i1","NA"
"5880","K10408","TRINITY_DN24851_c1_g1_i1","ko05016"
"5881","K01834","TRINITY_DN24875_c0_g1_i1","ko00010"
"5887","K06178","TRINITY_DN24833_c0_g1_i2","NA"
"5889","K04980","TRINITY_DN24831_c0_g1_i1","ko04742"
"5891","K05349","TRINITY_DN24869_c0_g2_i1","ko00460"
"5899","K15115","TRINITY_DN4335_c0_g1_i1","NA"
"5904","K12042","TRINITY_DN4311_c1_g1_i5","ko04020"
"5905","K22125","TRINITY_DN4301_c0_g1_i3","NA"
"5906","K05389","TRINITY_DN4387_c0_g1_i2","NA"
"5907","K18477","TRINITY_DN4395_c0_g1_i3","NA"
"5908","K14805","TRINITY_DN4315_c1_g1_i1","NA"
"5914","K11594","TRINITY_DN4338_c2_g1_i1","ko04622"
"5923","K00472","TRINITY_DN4369_c0_g1_i4","ko00330"
"5924","K14610","TRINITY_DN4360_c0_g1_i2","ko04977"
"5926","K00033","TRINITY_DN4323_c0_g2_i2","ko00030"
"5927","K02206","TRINITY_DN4323_c1_g1_i4","ko04068"
"5931","K01225","TRINITY_DN4334_c0_g1_i2","ko00500"
"5936","K14558","TRINITY_DN4349_c0_g6_i1","ko03008"
"5938","K18055","TRINITY_DN4349_c0_g3_i3","NA"
"5950","K00799","TRINITY_DN4308_c0_g1_i2","ko00480"
"5957","K14859","TRINITY_DN4374_c0_g1_i3","NA"
"5963","K21917","TRINITY_DN43071_c0_g1_i1","NA"
"5976","K22900","TRINITY_DN4339_c0_g1_i1","NA"
"5988","K20305","TRINITY_DN4399_c0_g1_i3","NA"
"5990","K07198","TRINITY_DN4367_c0_g2_i5","ko04068"
"5992","K07319","TRINITY_DN4392_c1_g1_i5","NA"
"6000","K15043","TRINITY_DN4382_c1_g1_i3","ko05164"
"6011","K10411","TRINITY_DN4328_c0_g1_i2","ko05016"
"6012","K15426","TRINITY_DN4390_c0_g1_i10","NA"
"6013","K07901","TRINITY_DN4371_c0_g1_i4","ko04144"
"6014","K10419","TRINITY_DN4340_c0_g1_i1","NA"
"6018","K16055","TRINITY_DN4302_c1_g1_i2","ko00500"
"6028","K06020","TRINITY_DN40906_c0_g1_i1","NA"
"6031","K10352","TRINITY_DN40934_c0_g1_i1","ko04530"
"6032","K08269","TRINITY_DN40972_c0_g1_i1","ko04136"
"6034","K02866","TRINITY_DN40917_c0_g1_i1","ko03010"
"6036","K02150","TRINITY_DN40966_c0_g1_i1","ko00190"
"6041","K06978","TRINITY_DN43058_c0_g1_i1","NA"
"6046","K02962","TRINITY_DN40936_c0_g1_i1","ko03010"
"6053","K21440","TRINITY_DN40990_c0_g1_i1","NA"
"6062","K01408","TRINITY_DN37290_c0_g1_i1","ko05010"
"6070","K15109","TRINITY_DN34497_c0_g1_i1","ko04714"
"6075","K21879","TRINITY_DN34475_c0_g1_i1","NA"
"6077","K05658","TRINITY_DN34453_c0_g1_i1","ko02010"
"6079","K10580","TRINITY_DN34445_c0_g1_i1","ko04120"
"6080","K10406","TRINITY_DN34407_c0_g1_i1","NA"
"6082","K06269","TRINITY_DN34465_c0_g1_i1","ko03015"
"6094","K12598","TRINITY_DN21134_c1_g1_i2","ko03018"
"6096","K21867","TRINITY_DN21106_c0_g1_i1","NA"
"6107","K01915","TRINITY_DN21184_c0_g2_i1","ko00220"
"6109","K07204","TRINITY_DN43021_c0_g1_i1","ko04136"
"6113","K20782","TRINITY_DN21141_c0_g1_i1","ko00514"
"6121","K08857","TRINITY_DN21198_c0_g1_i2","NA"
"6125","K18727","TRINITY_DN21199_c0_g1_i3","NA"
"6131","K10380","TRINITY_DN30462_c0_g1_i1","ko04624"
"6134","K01809","TRINITY_DN30446_c0_g1_i1","ko00051"
"6140","K02985","TRINITY_DN30474_c0_g1_i1","ko03010"
"6154","K01074","TRINITY_DN31963_c0_g1_i1","ko00062"
"6159","K02925","TRINITY_DN31944_c0_g1_i1","ko03010"
"6165","K14822","TRINITY_DN46971_c0_g1_i1","NA"
"6167","K02870","TRINITY_DN46989_c0_g1_i1","ko03010"
"6173","K10591","TRINITY_DN46913_c0_g1_i1","ko04011"
"6175","K11367","TRINITY_DN46972_c0_g1_i1","NA"
"6186","K15711","TRINITY_DN8681_c0_g2_i1","NA"
"6187","K14575","TRINITY_DN8758_c0_g6_i1","ko03008"
"6193","K08151","TRINITY_DN8662_c0_g1_i3","NA"
"6199","K21866","TRINITY_DN8667_c0_g2_i1","NA"
"6204","K08857","TRINITY_DN8674_c0_g2_i1","NA"
"6207","K00559","TRINITY_DN8615_c0_g1_i1","ko00100"
"6209","K07767","TRINITY_DN8758_c0_g1_i1","NA"
"6223","K11253","TRINITY_DN8628_c0_g1_i2","ko05034"
"6226","K00218","TRINITY_DN8644_c0_g3_i4","ko00860"
"6236","K06185","TRINITY_DN8629_c0_g2_i1","NA"
"6238","K12598","TRINITY_DN8638_c0_g2_i2","ko03018"
"6239","K12598","TRINITY_DN8638_c0_g3_i1","ko03018"
"6242","K11540","TRINITY_DN8651_c0_g1_i1","ko00240"
"6243","K07297","TRINITY_DN8658_c0_g1_i2","ko04152"
"6246","K20784","TRINITY_DN8640_c0_g1_i2","ko00514"
"6247","K05389","TRINITY_DN8604_c0_g4_i1","NA"
"6249","K05389","TRINITY_DN8604_c0_g2_i1","NA"
"6256","K15323","TRINITY_DN8611_c0_g1_i3","NA"
"6266","K21776","TRINITY_DN8686_c0_g4_i2","ko04218"
"6273","K12823","TRINITY_DN8707_c1_g2_i1","ko03040"
"6283","K10408","TRINITY_DN8608_c0_g1_i1","ko05016"
"6296","K11657","TRINITY_DN8679_c0_g2_i1","NA"
"6301","K06067","TRINITY_DN8618_c0_g1_i5","ko04110"
"6302","K13412","TRINITY_DN8600_c0_g1_i2","ko04626"
"6303","K01792","TRINITY_DN8670_c0_g1_i1","ko00010"
"6307","K02303","TRINITY_DN8627_c0_g1_i1","ko00860"
"6309","K10442","TRINITY_DN8639_c0_g1_i6","NA"
"6315","K10206","TRINITY_DN23111_c0_g1_i3","ko00300"
"6316","K09489","TRINITY_DN23134_c0_g1_i1","ko04530"
"6318","K02937","TRINITY_DN23157_c0_g1_i1","ko03010"
"6320","K13750","TRINITY_DN23159_c0_g1_i1","NA"
"6321","K13750","TRINITY_DN23159_c0_g2_i1","NA"
"6324","K20526","TRINITY_DN23124_c0_g1_i4","NA"
"6325","K20131","TRINITY_DN23197_c0_g1_i1","NA"
"6327","K19671","TRINITY_DN17594_c0_g1_i1","NA"
"6336","K00459","TRINITY_DN8815_c0_g1_i1","ko00910"
"6338","K09765","TRINITY_DN8855_c0_g1_i1","NA"
"6345","K04532","TRINITY_DN8831_c0_g1_i1","ko05010"
"6346","K07151","TRINITY_DN8800_c0_g1_i5","ko00510"
"6347","K07151","TRINITY_DN8800_c0_g2_i1","ko00510"
"6352","K01188","TRINITY_DN8861_c0_g1_i1","ko00460"
"6364","K13026","TRINITY_DN8888_c0_g1_i4","NA"
"6366","K07407","TRINITY_DN8883_c0_g1_i4","ko00052"
"6370","K00387","TRINITY_DN8778_c0_g1_i1","ko00920"
"6377","K05284","TRINITY_DN8874_c0_g1_i2","ko00563"
"6383","K17609","TRINITY_DN8849_c1_g1_i1","NA"
"6384","K15264","TRINITY_DN8849_c0_g1_i3","NA"
"6385","K15264","TRINITY_DN8849_c0_g2_i1","NA"
"6387","K04461","TRINITY_DN8899_c0_g1_i1","ko04010"
"6388","K20781","TRINITY_DN8806_c0_g1_i2","ko00514"
"6393","K03671","TRINITY_DN8828_c0_g1_i1","ko04621"
"6395","K00921","TRINITY_DN8838_c0_g1_i3","ko00562"
"6400","K01136","TRINITY_DN8805_c1_g1_i1","ko00531"
"6401","K01136","TRINITY_DN8805_c0_g2_i3","ko00531"
"6408","K15112","TRINITY_DN8882_c0_g1_i5","NA"
"6411","K08056","TRINITY_DN8881_c0_g1_i1","ko04141"
"6413","K19469","TRINITY_DN8836_c0_g2_i1","NA"
"6419","K06890","TRINITY_DN8890_c1_g1_i1","NA"
"6420","K01077","TRINITY_DN8890_c0_g1_i7","ko00730"
"6429","K00295","TRINITY_DN8827_c0_g2_i1","ko00670"
"6434","K08911","TRINITY_DN8842_c0_g1_i7","ko00196"
"6439","K11420","TRINITY_DN8889_c0_g1_i5","ko00310"
"6442","K11654","TRINITY_DN19847_c0_g1_i1","NA"
"6446","K10357","TRINITY_DN19898_c0_g4_i1","NA"
"6448","K10356","TRINITY_DN19898_c0_g1_i3","NA"
"6449","K10357","TRINITY_DN19898_c0_g2_i1","NA"
"6450","K10357","TRINITY_DN19898_c0_g3_i2","NA"
"6451","K10408","TRINITY_DN19839_c0_g1_i1","ko05016"
"6454","K20278","TRINITY_DN19851_c3_g1_i3","ko00562"
"6455","K10268","TRINITY_DN19842_c0_g1_i1","NA"
"6460","K22614","TRINITY_DN19870_c0_g1_i4","NA"
"6461","K09663","TRINITY_DN19870_c0_g2_i1","ko00512"
"6462","K11838","TRINITY_DN19875_c0_g1_i1","ko04068"
"6467","K04567","TRINITY_DN19858_c0_g2_i1","ko00970"
"6471","K14840","TRINITY_DN19846_c0_g1_i1","NA"
"6472","K14840","TRINITY_DN19846_c0_g2_i1","NA"
"6473","K14840","TRINITY_DN19846_c0_g3_i1","NA"
"6479","K12883","TRINITY_DN19889_c1_g1_i1","ko03013"
"6480","K08869","TRINITY_DN19889_c2_g1_i1","NA"
"6481","K03426","TRINITY_DN8741_c0_g1_i1","ko00760"
"6485","K19947","TRINITY_DN19890_c0_g1_i1","NA"
"6493","K20711","TRINITY_DN25887_c0_g2_i2","NA"
"6498","K06821","TRINITY_DN25800_c0_g1_i1","ko04360"
"6503","K02706","TRINITY_DN25841_c0_g2_i1","ko00195"
"6504","K02138","TRINITY_DN25803_c0_g2_i1","ko00190"
"6506","K07359","TRINITY_DN8751_c0_g1_i1","ko04140"
"6507","K11426","TRINITY_DN25810_c0_g1_i1","NA"
"6508","K21803","TRINITY_DN25878_c0_g1_i1","NA"
"6511","K17618","TRINITY_DN1835_c0_g2_i1","NA"
"6513","K22614","TRINITY_DN1861_c0_g4_i1","NA"
"6517","K10409","TRINITY_DN1861_c1_g1_i2","ko05016"
"6518","K22614","TRINITY_DN1861_c6_g1_i3","NA"
"6521","K16904","TRINITY_DN1862_c0_g2_i1","ko00240"
"6522","K03236","TRINITY_DN1807_c0_g1_i2","ko03013"
"6524","K14376","TRINITY_DN1852_c5_g1_i1","ko03015"
"6527","K10454","TRINITY_DN8757_c0_g1_i1","NA"
"6532","K13507","TRINITY_DN1824_c0_g1_i2","ko00561"
"6534","K14325","TRINITY_DN1827_c0_g1_i1","ko03013"
"6536","K02916","TRINITY_DN1891_c0_g2_i1","ko03010"
"6538","K01179","TRINITY_DN1817_c1_g1_i2","ko00500"
"6541","K23314","TRINITY_DN1817_c0_g2_i1","NA"
"6550","K14553","TRINITY_DN1846_c1_g5_i1","ko03008"
"6553","K13211","TRINITY_DN1889_c0_g2_i1","NA"
"6557","K07374","TRINITY_DN1890_c0_g1_i7","ko04145"
"6558","K09673","TRINITY_DN1802_c0_g1_i1","ko00513"
"6560","K10636","TRINITY_DN1865_c1_g1_i2","ko04141"
"6565","K20877","TRINITY_DN1842_c0_g1_i1","NA"
"6567","K06445","TRINITY_DN1895_c0_g1_i4","ko00071"
"6568","K13024","TRINITY_DN1893_c0_g1_i1","ko04070"
"6571","K10799","TRINITY_DN1845_c0_g1_i8","NA"
"6572","K00228","TRINITY_DN1836_c1_g1_i3","ko00860"
"6573","K00228","TRINITY_DN1836_c0_g1_i2","ko00860"
"6574","K16904","TRINITY_DN1820_c0_g1_i5","ko00240"
"6575","K10582","TRINITY_DN1875_c0_g1_i1","ko04120"
"6584","K17732","TRINITY_DN1818_c0_g1_i1","NA"
"6590","K08873","TRINITY_DN1869_c6_g1_i2","ko03015"
"6592","K05546","TRINITY_DN1869_c1_g3_i1","ko00510"
"6593","K10644","TRINITY_DN1869_c1_g2_i2","NA"
"6594","K06636","TRINITY_DN1869_c1_g7_i1","ko04110"
"6596","K01192","TRINITY_DN1869_c1_g4_i1","ko00511"
"6597","K02891","TRINITY_DN1813_c0_g1_i2","ko03010"
"6598","K20303","TRINITY_DN1883_c0_g1_i4","NA"
"6600","K01855","TRINITY_DN1866_c0_g1_i1","NA"
"6606","K18663","TRINITY_DN1844_c0_g1_i5","NA"
"6617","K00102","TRINITY_DN1832_c0_g1_i6","ko00620"
"6618","K18204","TRINITY_DN1832_c0_g3_i2","NA"
"6622","K05286","TRINITY_DN1894_c3_g1_i4","ko00563"
"6632","K18059","TRINITY_DN17546_c0_g1_i1","NA"
"6635","K10598","TRINITY_DN1899_c0_g1_i2","ko04120"
"6638","K09966","TRINITY_DN1805_c0_g1_i3","NA"
"6639","K01598","TRINITY_DN1874_c0_g1_i2","ko00770"
"6640","K09504","TRINITY_DN1876_c1_g2_i1","ko05203"
"6646","K12860","TRINITY_DN1847_c0_g1_i2","ko03040"
"6647","K02838","TRINITY_DN1897_c0_g1_i1","NA"
"6653","K00218","TRINITY_DN8762_c0_g1_i1","ko00860"
"6659","K02738","TRINITY_DN1828_c0_g1_i10","ko03050"
"6662","K19729","TRINITY_DN8715_c0_g1_i1","ko04742"
"6667","K12837","TRINITY_DN1816_c2_g1_i1","ko03040"
"6674","K14757","TRINITY_DN1892_c0_g2_i1","ko04961"
"6676","K05928","TRINITY_DN1881_c0_g5_i2","ko00130"
"6677","K10357","TRINITY_DN1881_c0_g6_i1","NA"
"6678","K10358","TRINITY_DN1881_c0_g1_i2","NA"
"6679","K10357","TRINITY_DN1881_c0_g2_i2","NA"
"6680","K19307","TRINITY_DN1881_c0_g3_i1","NA"
"6681","K10357","TRINITY_DN1881_c0_g8_i1","NA"
"6696","K03695","TRINITY_DN45450_c0_g1_i1","ko04213"
"6699","K05349","TRINITY_DN45406_c0_g1_i1","ko00460"
"6702","K03267","TRINITY_DN45475_c0_g1_i1","ko03015"
"6703","K02636","TRINITY_DN45401_c0_g1_i1","ko00195"
"6706","K10099","TRINITY_DN45447_c0_g1_i1","ko04120"
"6710","K00799","TRINITY_DN45452_c0_g1_i1","ko00480"
"6713","K03564","TRINITY_DN45435_c0_g1_i1","NA"
"6716","K05396","TRINITY_DN45434_c0_g1_i1","ko00270"
"6719","K05941","TRINITY_DN45432_c0_g1_i1","NA"
"6723","K07447","TRINITY_DN45410_c0_g1_i1","NA"
"6724","K00766","TRINITY_DN45456_c0_g1_i1","ko00400"
"6729","K20251","TRINITY_DN45400_c0_g1_i1","NA"
"6731","K10863","TRINITY_DN45403_c0_g1_i1","NA"
"6733","K11252","TRINITY_DN17503_c0_g1_i1","ko05034"
"6737","K07297","TRINITY_DN45415_c0_g1_i1","ko04152"
"6738","K10609","TRINITY_DN45423_c0_g1_i1","ko03420"
"6752","K09503","TRINITY_DN10054_c0_g1_i2","ko04141"
"6757","K17675","TRINITY_DN10021_c1_g1_i1","NA"
"6760","K06182","TRINITY_DN10053_c0_g1_i2","NA"
"6761","K04718","TRINITY_DN10062_c0_g1_i1","ko00600"
"6778","K00889","TRINITY_DN10085_c2_g1_i2","ko00562"
"6780","K00111","TRINITY_DN10047_c0_g1_i2","ko00564"
"6783","K00472","TRINITY_DN10046_c0_g1_i3","ko00330"
"6789","K00029","TRINITY_DN10088_c0_g1_i1","ko00620"
"6795","K16815","TRINITY_DN10036_c0_g1_i1","NA"
"6799","K10408","TRINITY_DN10035_c1_g1_i1","ko05016"
"6803","K19668","TRINITY_DN8756_c0_g1_i1","ko00500"
"6805","K10458","TRINITY_DN10091_c0_g1_i1","NA"
"6809","K00801","TRINITY_DN10045_c0_g1_i1","ko00100"
"6820","K13220","TRINITY_DN33373_c0_g1_i1","NA"
"6823","K10352","TRINITY_DN33335_c0_g1_i1","ko04530"
"6826","K04538","TRINITY_DN33381_c0_g1_i1","ko04014"
"6828","K12828","TRINITY_DN33308_c0_g1_i1","ko03040"
"6834","K05667","TRINITY_DN33385_c0_g1_i1","ko01523"
"6842","K11412","TRINITY_DN33391_c0_g1_i1","NA"
"6848","K06674","TRINITY_DN33371_c0_g1_i1","ko04111"
"6851","K02918","TRINITY_DN8799_c0_g1_i1","ko03010"
"6853","K03512","TRINITY_DN33370_c0_g1_i1","ko03410"
"6857","K04962","TRINITY_DN31601_c0_g1_i1","ko04020"
"6861","K04950","TRINITY_DN31656_c0_g1_i1","ko04024"
"6862","K03027","TRINITY_DN8779_c0_g1_i1","ko03020"
"6866","K09510","TRINITY_DN31693_c0_g1_i1","NA"
"6881","K14310","TRINITY_DN31690_c0_g1_i2","ko03013"
"6902","K12471","TRINITY_DN24179_c0_g1_i2","ko04144"
"6917","K10357","TRINITY_DN24106_c0_g1_i1","NA"
"6918","K14429","TRINITY_DN24106_c0_g2_i1","NA"
"6922","K15111","TRINITY_DN24107_c0_g1_i1","NA"
"6923","K15190","TRINITY_DN8711_c0_g1_i4","NA"
"6932","K03320","TRINITY_DN24187_c0_g1_i1","NA"
"6933","K05312","TRINITY_DN24132_c0_g1_i1","NA"
"6934","K08596","TRINITY_DN24123_c0_g1_i1","NA"
"6937","K10595","TRINITY_DN24126_c0_g2_i1","ko04120"
"6939","K10358","TRINITY_DN47001_c0_g1_i1","NA"
"6941","K07735","TRINITY_DN8711_c0_g3_i4","NA"
"6942","K02976","TRINITY_DN47063_c0_g1_i1","ko03010"
"6945","K10595","TRINITY_DN47057_c0_g1_i1","ko04120"
"6953","K00800","TRINITY_DN47038_c0_g1_i1","ko00400"
"6954","K00895","TRINITY_DN47072_c0_g1_i1","ko00010"
"6959","K15601","TRINITY_DN47016_c0_g1_i1","ko04714"
"6973","K10268","TRINITY_DN5522_c0_g1_i2","NA"
"6978","K22377","TRINITY_DN5581_c2_g2_i4","NA"
"6982","K20876","TRINITY_DN5569_c0_g1_i2","ko04621"
"6983","K10588","TRINITY_DN5505_c0_g1_i1","ko04120"
"6984","K13448","TRINITY_DN5574_c1_g2_i2","ko04626"
"6992","K21867","TRINITY_DN5587_c0_g1_i1","NA"
"6995","K01915","TRINITY_DN5591_c0_g1_i1","ko00220"
"7002","K01626","TRINITY_DN8711_c2_g1_i1","ko00400"
"7003","K14567","TRINITY_DN5578_c0_g1_i1","ko03008"
"7008","K12795","TRINITY_DN5546_c0_g1_i1","ko04621"
"7010","K18849","TRINITY_DN5558_c3_g1_i1","NA"
"7011","K22803","TRINITY_DN5558_c2_g1_i1","NA"
"7016","K02900","TRINITY_DN5598_c0_g2_i5","ko03010"
"7018","K00868","TRINITY_DN5580_c0_g2_i1","ko00750"
"7021","K11253","TRINITY_DN5511_c0_g1_i1","ko05034"
"7028","K01379","TRINITY_DN5538_c0_g1_i1","ko04071"
"7030","K07203","TRINITY_DN5576_c0_g1_i1","ko01521"
"7032","K12861","TRINITY_DN5537_c0_g1_i1","ko03040"
"7034","K10443","TRINITY_DN5529_c5_g1_i1","NA"
"7036","K12867","TRINITY_DN5529_c0_g1_i2","ko03040"
"7042","K22128","TRINITY_DN5529_c1_g1_i7","NA"
"7046","K22128","TRINITY_DN5529_c1_g4_i1","NA"
"7053","K00106","TRINITY_DN5500_c0_g1_i3","ko00230"
"7056","K12580","TRINITY_DN8749_c2_g2_i1","ko03018"
"7066","K14786","TRINITY_DN8749_c1_g2_i1","NA"
"7067","K00889","TRINITY_DN5548_c2_g1_i2","ko00562"
"7068","K10412","TRINITY_DN5592_c0_g1_i2","ko05016"
"7072","K13412","TRINITY_DN5562_c0_g1_i4","ko04626"
"7076","K12580","TRINITY_DN8749_c2_g1_i1","ko03018"
"7077","K14314","TRINITY_DN5559_c0_g3_i2","ko03013"
"7078","K11450","TRINITY_DN5559_c1_g1_i1","ko04714"
"7083","K09228","TRINITY_DN5533_c0_g1_i1","ko05168"
"7086","K22611","TRINITY_DN8794_c0_g1_i5","NA"
"7092","K09592","TRINITY_DN5556_c0_g1_i1","ko04066"
"7105","K14440","TRINITY_DN5595_c2_g1_i2","NA"
"7112","K07198","TRINITY_DN5584_c0_g1_i1","ko04068"
"7116","K00901","TRINITY_DN5527_c1_g2_i2","ko00561"
"7117","K07456","TRINITY_DN17507_c0_g1_i1","ko03430"
"7123","K15505","TRINITY_DN22227_c0_g1_i1","NA"
"7126","K08019","TRINITY_DN22245_c0_g2_i1","ko04014"
"7133","K07394","TRINITY_DN22236_c0_g1_i1","NA"
"7134","K10380","TRINITY_DN22215_c0_g1_i1","ko04624"
"7136","K10408","TRINITY_DN8743_c0_g4_i1","ko05016"
"7143","K10408","TRINITY_DN8743_c0_g5_i1","ko05016"
"7150","K10408","TRINITY_DN8743_c0_g6_i1","ko05016"
"7151","K00733","TRINITY_DN31241_c0_g1_i1","ko00532"
"7152","K19513","TRINITY_DN31267_c0_g1_i3","NA"
"7154","K14819","TRINITY_DN31227_c0_g1_i1","NA"
"7159","K06688","TRINITY_DN6484_c0_g1_i1","ko04120"
"7160","K10408","TRINITY_DN8743_c0_g1_i1","ko05016"
"7164","K15728","TRINITY_DN6471_c0_g3_i1","ko00561"
"7166","K22940","TRINITY_DN6453_c0_g1_i1","NA"
"7169","K10408","TRINITY_DN8743_c0_g2_i1","ko05016"
"7170","K02267","TRINITY_DN6494_c0_g2_i3","ko00190"
"7174","K03789","TRINITY_DN6455_c0_g1_i1","NA"
"7178","K10408","TRINITY_DN8743_c0_g3_i5","ko05016"
"7188","K01834","TRINITY_DN6402_c0_g1_i1","ko00010"
"7193","K10046","TRINITY_DN6459_c0_g1_i1","ko00053"
"7196","K03235","TRINITY_DN6446_c0_g1_i1","NA"
"7198","K10408","TRINITY_DN6445_c0_g1_i2","ko05016"
"7203","K04711","TRINITY_DN6490_c0_g1_i1","ko00600"
"7211","K07456","TRINITY_DN17507_c0_g2_i1","ko03430"
"7213","K02873","TRINITY_DN6465_c0_g1_i2","ko03010"
"7220","K10902","TRINITY_DN6457_c0_g1_i1","NA"
"7224","K10466","TRINITY_DN6485_c0_g1_i2","NA"
"7225","K05200","TRINITY_DN6424_c5_g1_i3","ko04024"
"7234","K01309","TRINITY_DN6424_c2_g1_i3","NA"
"7237","K19625","TRINITY_DN6461_c0_g3_i2","NA"
"7238","K10745","TRINITY_DN6461_c1_g1_i1","ko03030"
"7240","K01135","TRINITY_DN6408_c0_g1_i1","ko00531"
"7244","K06617","TRINITY_DN8731_c0_g1_i1","ko00052"
"7245","K08176","TRINITY_DN6496_c0_g1_i1","NA"
"7246","K02731","TRINITY_DN6460_c0_g1_i1","ko03050"
"7250","K01109","TRINITY_DN6469_c0_g4_i2","ko00562"
"7253","K00908","TRINITY_DN6469_c0_g3_i2","ko05034"
"7258","K19882","TRINITY_DN6482_c0_g1_i1","ko04310"
"7259","K19882","TRINITY_DN6482_c0_g2_i2","ko04310"
"7262","K15287","TRINITY_DN6422_c0_g1_i1","NA"
"7265","K01315","TRINITY_DN8747_c0_g4_i1","ko04080"
"7272","K06252","TRINITY_DN6400_c1_g2_i2","ko04151"
"7278","K06902","TRINITY_DN6406_c1_g1_i3","ko04138"
"7280","K00564","TRINITY_DN6433_c0_g4_i1","NA"
"7288","K17497","TRINITY_DN6429_c0_g1_i1","ko00051"
"7290","K06669","TRINITY_DN6481_c1_g1_i1","ko04110"
"7291","K06669","TRINITY_DN6481_c0_g1_i1","ko04110"
"7294","K18932","TRINITY_DN6444_c0_g2_i1","NA"
"7296","K21806","TRINITY_DN8773_c0_g1_i6","NA"
"7301","K14684","TRINITY_DN14730_c0_g1_i1","NA"
"7307","K10389","TRINITY_DN8739_c0_g1_i1","ko05165"
"7312","K22378","TRINITY_DN14788_c0_g2_i4","NA"
