original,renamed
TRINITY_DN936_c0_g1_i1 len=1215 path=[1:0-276 2:277-302 3:303-342 5:343-368 7:369-387 8:388-412 10:413-603 11:604-684 13:685-1214],Transcript_8374
TRINITY_DN930_c0_g1_i2 len=1489 path=[0:0-558 1:559-642 2:643-668 4:669-730 5:731-764 7:765-897 8:898-1080 9:1081-1134 11:1135-1338 13:1339-1379 14:1380-1415 15:1416-1488],Transcript_8375
TRINITY_DN988_c1_g1_i1 len=315 path=[0:0-314],Transcript_8376
TRINITY_DN988_c0_g1_i1 len=1298 path=[0:0-1297],Transcript_8377
TRINITY_DN966_c0_g1_i1 len=1197 path=[0:0-1196],Transcript_8378
TRINITY_DN918_c0_g1_i1 len=2125 path=[0:0-537 1:538-721 2:722-817 3:818-895 4:896-919 5:920-1007 6:1008-1151 8:1152-1269 9:1270-1358 10:1359-1892 11:1893-2006 12:2007-2124],Transcript_8379
TRINITY_DN960_c1_g1_i2 len=3061 path=[0:0-578 1:579-679 2:680-3060],Transcript_8380
TRINITY_DN960_c0_g1_i1 len=567 path=[0:0-566],Transcript_8381
TRINITY_DN943_c0_g1_i2 len=1242 path=[0:0-1006 2:1007-1241],Transcript_8382
TRINITY_DN968_c0_g1_i4 len=2271 path=[0:0-1015 1:1016-1129 2:1130-2270],Transcript_8383
TRINITY_DN968_c0_g2_i1 len=2383 path=[0:0-2382],Transcript_8384
TRINITY_DN928_c0_g1_i4 len=2069 path=[0:0-1074 2:1075-1098 3:1099-2068],Transcript_8385
TRINITY_DN928_c5_g1_i1 len=1083 path=[0:0-711 1:712-1082],Transcript_8386
TRINITY_DN928_c3_g1_i6 len=627 path=[1:0-309 2:310-374 3:375-380 5:381-418 6:419-420 8:421-431 9:432-626],Transcript_8387
TRINITY_DN928_c4_g1_i4 len=1959 path=[0:0-448 2:449-790 3:791-1038 4:1039-1958],Transcript_8388
TRINITY_DN928_c9_g1_i4 len=762 path=[0:0-761],Transcript_8389
TRINITY_DN928_c7_g1_i2 len=740 path=[0:0-739],Transcript_8390
TRINITY_DN928_c2_g2_i1 len=367 path=[0:0-366],Transcript_8391
TRINITY_DN928_c1_g1_i1 len=3741 path=[0:0-3740],Transcript_8392
TRINITY_DN928_c2_g1_i1 len=2237 path=[0:0-144 3:145-354 4:355-453 5:454-1094 6:1095-1111 7:1112-1480 8:1481-2236],Transcript_8393
TRINITY_DN928_c8_g1_i1 len=1077 path=[0:0-1076],Transcript_8394
TRINITY_DN924_c0_g4_i1 len=1153 path=[0:0-502 2:503-667 3:668-935 5:936-1008 6:1009-1152],Transcript_8395
TRINITY_DN924_c0_g6_i1 len=370 path=[0:0-369],Transcript_8396
TRINITY_DN924_c0_g1_i4 len=2655 path=[0:0-526 1:527-575 2:576-729 3:730-757 4:758-880 5:881-971 6:972-1019 8:1020-1094 10:1095-1615 11:1616-1729 12:1730-2654],Transcript_8397
TRINITY_DN924_c0_g3_i1 len=1206 path=[0:0-1205],Transcript_8398
TRINITY_DN981_c0_g2_i1 len=437 path=[0:0-436],Transcript_8399
TRINITY_DN923_c0_g1_i1 len=964 path=[0:0-692 1:693-963],Transcript_8400
TRINITY_DN902_c0_g6_i1 len=1875 path=[0:0-1447 1:1448-1707 3:1708-1845 4:1846-1874],Transcript_8401
TRINITY_DN902_c0_g2_i1 len=1083 path=[0:0-1082],Transcript_8402
TRINITY_DN914_c0_g1_i1 len=854 path=[0:0-353 1:354-388 2:389-853],Transcript_8403
TRINITY_DN901_c0_g1_i1 len=1561 path=[0:0-1560],Transcript_8404
TRINITY_DN975_c0_g1_i1 len=2465 path=[0:0-2464],Transcript_8405
TRINITY_DN945_c0_g1_i1 len=1753 path=[0:0-1752],Transcript_8406
TRINITY_DN900_c0_g4_i1 len=2357 path=[0:0-2356],Transcript_8407
TRINITY_DN900_c0_g1_i2 len=2910 path=[0:0-2909],Transcript_8408
TRINITY_DN900_c0_g2_i1 len=1963 path=[0:0-204 1:205-330 2:331-1962],Transcript_8409
TRINITY_DN900_c0_g3_i1 len=756 path=[0:0-755],Transcript_8410
TRINITY_DN900_c1_g2_i3 len=908 path=[0:0-249 1:250-575 2:576-907],Transcript_8411
TRINITY_DN900_c1_g1_i1 len=1571 path=[0:0-1570],Transcript_8412
TRINITY_DN905_c0_g1_i6 len=2586 path=[0:0-807 10:808-831 12:832-2585],Transcript_8413
TRINITY_DN905_c3_g1_i1 len=1177 path=[0:0-1176],Transcript_8414
TRINITY_DN905_c4_g1_i1 len=2696 path=[0:0-2695],Transcript_8415
TRINITY_DN905_c2_g2_i3 len=1366 path=[0:0-1240 2:1241-1365],Transcript_8416
TRINITY_DN905_c1_g2_i1 len=3248 path=[0:0-3247],Transcript_8417
TRINITY_DN905_c1_g1_i1 len=2305 path=[0:0-2304],Transcript_8418
TRINITY_DN905_c2_g1_i1 len=1305 path=[0:0-1304],Transcript_8419
TRINITY_DN907_c0_g1_i4 len=3643 path=[1:0-2542 2:2543-2566 3:2567-2769 5:2770-2842 6:2843-3642],Transcript_8420
TRINITY_DN907_c5_g1_i1 len=1003 path=[0:0-1002],Transcript_8421
TRINITY_DN907_c3_g1_i1 len=375 path=[0:0-374],Transcript_8422
TRINITY_DN907_c4_g1_i1 len=1743 path=[0:0-722 2:723-1181 3:1182-1270 4:1271-1742],Transcript_8423
TRINITY_DN907_c4_g2_i1 len=610 path=[0:0-609],Transcript_8424
TRINITY_DN907_c1_g2_i1 len=324 path=[0:0-323],Transcript_8425
TRINITY_DN907_c2_g1_i2 len=2625 path=[0:0-1095 2:1096-1121 3:1122-2336 5:2337-2404 7:2405-2624],Transcript_8426
TRINITY_DN963_c0_g1_i1 len=831 path=[0:0-830],Transcript_8427
TRINITY_DN940_c0_g1_i2 len=1356 path=[1:0-777 2:778-1355],Transcript_8428
TRINITY_DN940_c0_g2_i3 len=2929 path=[1:0-707 2:708-838 3:839-958 4:959-962 5:963-965 6:966-2928],Transcript_8429
TRINITY_DN940_c3_g1_i1 len=614 path=[0:0-613],Transcript_8430
TRINITY_DN940_c1_g3_i1 len=231 path=[0:0-230],Transcript_8431
TRINITY_DN940_c1_g2_i1 len=1652 path=[0:0-1651],Transcript_8432
TRINITY_DN940_c1_g1_i1 len=1227 path=[0:0-1121 2:1122-1226],Transcript_8433
TRINITY_DN947_c0_g1_i6 len=1729 path=[0:0-470 2:471-937 4:938-1247 5:1248-1465 6:1466-1688 8:1689-1728],Transcript_8434
TRINITY_DN916_c0_g1_i1 len=4796 path=[0:0-4647 1:4648-4671 2:4672-4795],Transcript_8435
TRINITY_DN916_c0_g2_i4 len=1891 path=[2:0-82 4:83-113 5:114-168 6:169-363 8:364-423 10:424-424 11:425-449 12:450-481 14:482-507 15:508-603 17:604-628 18:629-719 22:720-892 23:893-930 25:931-981 26:982-1094 28:1095-1138 29:1139-1139 30:1140-1163 31:1164-1194 33:1195-1230 34:1231-1890],Transcript_8436
TRINITY_DN916_c4_g1_i1 len=541 path=[0:0-540],Transcript_8437
TRINITY_DN916_c4_g2_i1 len=605 path=[0:0-604],Transcript_8438
TRINITY_DN916_c1_g1_i3 len=1105 path=[0:0-742 1:743-805 2:806-1104],Transcript_8439
TRINITY_DN916_c2_g1_i2 len=1057 path=[0:0-974 2:975-1056],Transcript_8440
TRINITY_DN916_c1_g6_i1 len=2431 path=[0:0-2430],Transcript_8441
TRINITY_DN916_c1_g4_i3 len=2032 path=[0:0-642 2:643-1288 3:1289-1365 4:1366-1533 5:1534-1608 6:1609-2031],Transcript_8442
TRINITY_DN921_c0_g1_i2 len=1016 path=[0:0-103 1:104-269 2:270-403 3:404-482 4:483-1015],Transcript_8443
TRINITY_DN980_c0_g1_i1 len=1459 path=[0:0-1458],Transcript_8444
TRINITY_DN980_c0_g2_i1 len=3457 path=[1:0-1113 2:1114-1234 4:1235-3456],Transcript_8445
TRINITY_DN903_c1_g1_i2 len=1143 path=[0:0-153 1:154-250 2:251-1142],Transcript_8446
TRINITY_DN906_c0_g1_i2 len=2444 path=[0:0-652 1:653-783 2:784-2443],Transcript_8447
TRINITY_DN989_c0_g4_i1 len=201 path=[0:0-200],Transcript_8448
TRINITY_DN989_c0_g5_i1 len=230 path=[0:0-229],Transcript_8449
TRINITY_DN989_c0_g2_i3 len=3606 path=[1:0-877 3:878-1333 4:1334-2497 5:2498-3605],Transcript_8450
TRINITY_DN989_c0_g3_i4 len=2405 path=[0:0-540 1:541-700 2:701-951 3:952-1008 4:1009-1360 5:1361-1521 6:1522-1726 8:1727-2404],Transcript_8451
TRINITY_DN989_c2_g1_i1 len=209 path=[0:0-208],Transcript_8452
TRINITY_DN970_c1_g2_i1 len=1377 path=[0:0-1376],Transcript_8453
TRINITY_DN970_c0_g1_i1 len=2639 path=[0:0-1911 2:1912-2638],Transcript_8454
TRINITY_DN970_c0_g2_i1 len=545 path=[0:0-544],Transcript_8455
TRINITY_DN927_c0_g1_i1 len=3065 path=[0:0-3064],Transcript_8456
TRINITY_DN977_c0_g4_i1 len=2928 path=[0:0-1439 1:1440-2481 2:2482-2927],Transcript_8457
TRINITY_DN977_c0_g6_i1 len=3179 path=[0:0-3178],Transcript_8458
TRINITY_DN977_c0_g7_i1 len=960 path=[0:0-959],Transcript_8459
TRINITY_DN977_c0_g2_i1 len=2218 path=[1:0-295 3:296-402 4:403-447 5:448-448 6:449-469 7:470-1704 8:1705-1794 10:1795-2013 11:2014-2081 12:2082-2217],Transcript_8460
TRINITY_DN977_c0_g3_i1 len=1137 path=[0:0-1136],Transcript_8461
TRINITY_DN977_c3_g1_i4 len=607 path=[0:0-89 3:90-110 4:111-262 5:263-376 6:377-543 8:544-606],Transcript_8462
TRINITY_DN977_c4_g2_i3 len=1376 path=[0:0-914 1:915-1018 3:1019-1375],Transcript_8463
TRINITY_DN977_c4_g3_i2 len=1234 path=[0:0-1233],Transcript_8464
TRINITY_DN977_c4_g4_i1 len=2262 path=[1:0-2030 3:2031-2054 5:2055-2261],Transcript_8465
TRINITY_DN977_c1_g1_i2 len=1723 path=[0:0-828 1:829-929 2:930-1722],Transcript_8466
TRINITY_DN977_c2_g1_i3 len=1481 path=[0:0-1480],Transcript_8467
TRINITY_DN977_c6_g1_i1 len=445 path=[0:0-444],Transcript_8468
TRINITY_DN977_c8_g1_i1 len=2206 path=[0:0-2205],Transcript_8469
TRINITY_DN929_c2_g1_i1 len=286 path=[0:0-285],Transcript_8470
TRINITY_DN929_c0_g1_i1 len=1506 path=[0:0-725 1:726-815 2:816-1505],Transcript_8471
TRINITY_DN957_c0_g1_i1 len=1324 path=[0:0-1323],Transcript_8472
TRINITY_DN990_c0_g4_i1 len=278 path=[0:0-277],Transcript_8473
TRINITY_DN990_c0_g5_i1 len=1040 path=[0:0-45 2:46-1039],Transcript_8474
TRINITY_DN990_c0_g6_i1 len=1222 path=[0:0-1221],Transcript_8475
TRINITY_DN990_c0_g1_i1 len=324 path=[0:0-323],Transcript_8476
TRINITY_DN990_c0_g2_i1 len=798 path=[0:0-617 2:618-797],Transcript_8477
TRINITY_DN990_c0_g3_i1 len=270 path=[0:0-269],Transcript_8478
TRINITY_DN972_c0_g1_i13 len=1585 path=[2:0-308 4:309-339 5:340-414 6:415-417 7:418-465 9:466-500 10:501-545 11:546-548 12:549-557 14:558-641 17:642-1584],Transcript_8479
TRINITY_DN948_c0_g1_i1 len=2262 path=[0:0-2261],Transcript_8480
TRINITY_DN948_c0_g2_i1 len=1018 path=[0:0-403 1:404-511 2:512-1017],Transcript_8481
TRINITY_DN938_c0_g1_i3 len=1817 path=[0:0-153 2:154-382 3:383-469 5:470-495 7:496-526 8:527-649 10:650-677 11:678-705 13:706-751 14:752-958 16:959-970 17:971-1005 19:1006-1029 20:1030-1066 22:1067-1078 23:1079-1104 25:1105-1105 26:1106-1192 29:1193-1234 30:1235-1460 34:1461-1494 35:1495-1816],Transcript_8482
TRINITY_DN913_c0_g1_i2 len=1517 path=[0:0-329 1:330-460 2:461-1516],Transcript_8483
TRINITY_DN974_c0_g2_i1 len=1575 path=[0:0-1574],Transcript_8484
TRINITY_DN995_c4_g1_i1 len=1891 path=[0:0-1890],Transcript_8485
TRINITY_DN995_c7_g1_i2 len=578 path=[0:0-577],Transcript_8486
TRINITY_DN995_c2_g1_i1 len=1894 path=[0:0-321 1:322-427 2:428-1893],Transcript_8487
TRINITY_DN995_c0_g2_i3 len=1696 path=[0:0-275 2:276-392 3:393-463 5:464-1402 7:1403-1695],Transcript_8488
TRINITY_DN995_c3_g1_i3 len=1815 path=[0:0-1814],Transcript_8489
TRINITY_DN995_c3_g2_i1 len=3061 path=[0:0-2234 1:2235-2371 2:2372-3060],Transcript_8490
TRINITY_DN995_c1_g3_i2 len=2109 path=[0:0-446 1:447-538 2:539-2108],Transcript_8491
TRINITY_DN995_c1_g2_i1 len=902 path=[0:0-901],Transcript_8492
TRINITY_DN995_c1_g1_i8 len=1911 path=[1:0-690 2:691-759 3:760-833 4:834-961 5:962-988 6:989-990 8:991-1030 9:1031-1910],Transcript_8493
TRINITY_DN995_c1_g6_i1 len=2090 path=[0:0-2089],Transcript_8494
TRINITY_DN995_c0_g4_i2 len=745 path=[0:0-744],Transcript_8495
TRINITY_DN995_c0_g5_i1 len=910 path=[0:0-909],Transcript_8496
TRINITY_DN995_c0_g6_i1 len=900 path=[0:0-653 1:654-797 2:798-899],Transcript_8497
TRINITY_DN995_c0_g7_i1 len=1306 path=[0:0-1305],Transcript_8498
TRINITY_DN995_c0_g1_i3 len=847 path=[0:0-846],Transcript_8499
TRINITY_DN995_c5_g1_i3 len=931 path=[1:0-203 2:204-930],Transcript_8500
TRINITY_DN995_c0_g3_i2 len=3462 path=[0:0-185 1:186-317 2:318-3146 3:3147-3278 4:3279-3461],Transcript_8501
TRINITY_DN926_c0_g1_i2 len=1482 path=[0:0-337 1:338-445 2:446-1481],Transcript_8502
TRINITY_DN911_c0_g1_i1 len=2762 path=[0:0-2761],Transcript_8503
TRINITY_DN911_c0_g3_i1 len=941 path=[0:0-940],Transcript_8504
TRINITY_DN909_c2_g2_i2 len=1253 path=[0:0-767 1:768-840 2:841-1252],Transcript_8505
TRINITY_DN909_c5_g1_i1 len=294 path=[0:0-293],Transcript_8506
TRINITY_DN909_c0_g1_i2 len=3128 path=[1:0-1072 2:1073-1103 3:1104-1198 5:1199-1222 6:1223-1619 8:1620-1645 9:1646-3127],Transcript_8507
TRINITY_DN909_c0_g2_i1 len=1463 path=[0:0-1462],Transcript_8508
TRINITY_DN909_c3_g1_i2 len=2768 path=[1:0-1040 2:1041-1134 3:1135-2098 4:2099-2322 6:2323-2767],Transcript_8509
TRINITY_DN909_c3_g3_i2 len=1159 path=[0:0-453 1:454-966 3:967-992 4:993-1158],Transcript_8510
TRINITY_DN909_c3_g2_i2 len=1928 path=[0:0-138 2:139-246 3:247-364 4:365-447 6:448-556 7:557-712 9:713-1194 11:1195-1927],Transcript_8511
TRINITY_DN909_c7_g1_i1 len=402 path=[0:0-401],Transcript_8512
TRINITY_DN909_c8_g1_i1 len=688 path=[0:0-687],Transcript_8513
TRINITY_DN909_c1_g3_i3 len=813 path=[0:0-812],Transcript_8514
TRINITY_DN909_c1_g2_i2 len=2248 path=[0:0-818 1:819-909 2:910-2247],Transcript_8515
TRINITY_DN909_c1_g1_i1 len=898 path=[0:0-897],Transcript_8516
TRINITY_DN909_c2_g1_i1 len=1374 path=[0:0-643 1:644-727 2:728-1373],Transcript_8517
TRINITY_DN909_c6_g1_i2 len=230 path=[1:0-68 2:69-229],Transcript_8518
TRINITY_DN909_c4_g2_i1 len=1495 path=[0:0-1363 2:1364-1454 3:1455-1494],Transcript_8519
TRINITY_DN956_c0_g4_i1 len=1058 path=[0:0-1057],Transcript_8520
TRINITY_DN956_c0_g5_i1 len=446 path=[0:0-445],Transcript_8521
TRINITY_DN956_c0_g6_i1 len=1149 path=[0:0-1148],Transcript_8522
TRINITY_DN956_c0_g1_i2 len=2299 path=[0:0-1134 4:1135-2298],Transcript_8523
TRINITY_DN956_c0_g2_i1 len=1584 path=[0:0-1583],Transcript_8524
TRINITY_DN956_c0_g3_i4 len=1764 path=[1:0-24 4:25-130 6:131-385 8:386-891 9:892-903 10:904-927 12:928-939 13:940-1479 15:1480-1503 17:1504-1763],Transcript_8525
TRINITY_DN956_c1_g2_i1 len=436 path=[0:0-435],Transcript_8526
TRINITY_DN956_c1_g1_i1 len=467 path=[0:0-466],Transcript_8527
TRINITY_DN955_c0_g4_i1 len=520 path=[0:0-519],Transcript_8528
TRINITY_DN955_c0_g1_i1 len=2689 path=[1:0-1954 2:1955-2389 3:2390-2479 4:2480-2688],Transcript_8529
TRINITY_DN955_c0_g2_i1 len=3574 path=[0:0-3573],Transcript_8530
TRINITY_DN939_c0_g1_i1 len=1426 path=[0:0-1425],Transcript_8531
TRINITY_DN935_c0_g1_i4 len=2743 path=[2:0-493 3:494-692 4:693-716 6:717-1640 7:1641-1642 8:1643-1775 9:1776-1805 10:1806-2742],Transcript_8532
TRINITY_DN935_c0_g2_i1 len=565 path=[0:0-564],Transcript_8533
TRINITY_DN971_c0_g1_i2 len=2418 path=[1:0-2028 2:2029-2144 4:2145-2239 6:2240-2318 8:2319-2373 10:2374-2417],Transcript_8534
TRINITY_DN999_c0_g1_i2 len=1594 path=[0:0-1152 1:1153-1230 2:1231-1593],Transcript_8535
TRINITY_DN953_c0_g1_i3 len=1773 path=[0:0-124 1:125-224 2:225-1017 4:1018-1772],Transcript_8536
TRINITY_DN953_c2_g3_i1 len=1475 path=[0:0-234 1:235-312 2:313-1474],Transcript_8537
TRINITY_DN953_c2_g1_i3 len=1428 path=[0:0-617 1:618-752 2:753-1427],Transcript_8538
TRINITY_DN979_c0_g2_i2 len=3529 path=[0:0-727 1:728-828 2:829-3528],Transcript_8539
TRINITY_DN954_c0_g1_i1 len=2609 path=[0:0-1208 1:1209-1328 2:1329-2608],Transcript_8540
TRINITY_DN994_c0_g1_i1 len=1351 path=[0:0-1350],Transcript_8541
TRINITY_DN931_c0_g1_i4 len=758 path=[0:0-356 1:357-447 2:448-757],Transcript_8542
TRINITY_DN925_c1_g1_i1 len=2701 path=[0:0-2700],Transcript_8543
TRINITY_DN925_c0_g1_i4 len=2278 path=[0:0-139 1:140-895 2:896-1293 3:1294-2277],Transcript_8544
TRINITY_DN925_c0_g2_i1 len=995 path=[0:0-994],Transcript_8545
TRINITY_DN973_c0_g1_i2 len=2018 path=[0:0-284 1:285-362 2:363-457 3:458-554 4:555-720 5:721-835 6:836-2017],Transcript_8546
TRINITY_DN919_c0_g1_i3 len=1017 path=[0:0-366 1:367-433 2:434-527 3:528-679 4:680-1016],Transcript_8547
TRINITY_DN997_c0_g1_i5 len=817 path=[0:0-168 1:169-275 2:276-816],Transcript_8548
TRINITY_DN983_c0_g1_i1 len=1878 path=[0:0-1110 2:1111-1877],Transcript_8549
TRINITY_DN949_c0_g1_i1 len=2552 path=[0:0-2551],Transcript_8550
TRINITY_DN969_c0_g1_i1 len=2540 path=[0:0-2539],Transcript_8551
TRINITY_DN992_c0_g1_i1 len=1385 path=[0:0-1384],Transcript_8552
TRINITY_DN992_c0_g3_i2 len=499 path=[0:0-498],Transcript_8553
TRINITY_DN967_c0_g1_i1 len=1433 path=[0:0-1432],Transcript_8554
TRINITY_DN967_c0_g2_i1 len=250 path=[0:0-249],Transcript_8555
TRINITY_DN922_c0_g1_i1 len=1798 path=[0:0-257 1:258-358 2:359-1797],Transcript_8556
TRINITY_DN937_c0_g1_i1 len=1241 path=[0:0-1240],Transcript_8557
TRINITY_DN937_c0_g2_i1 len=1670 path=[0:0-1669],Transcript_8558
TRINITY_DN937_c1_g3_i3 len=864 path=[0:0-863],Transcript_8559
TRINITY_DN937_c1_g2_i1 len=1043 path=[0:0-192 2:193-444 3:445-652 4:653-722 6:723-854 8:855-904 10:905-1042],Transcript_8560
TRINITY_DN937_c1_g1_i1 len=246 path=[0:0-245],Transcript_8561
TRINITY_DN937_c2_g1_i3 len=2459 path=[0:0-1629 1:1630-1630 2:1631-2458],Transcript_8562
TRINITY_DN937_c1_g4_i5 len=2025 path=[1:0-276 2:277-356 3:357-475 7:476-569 8:570-627 10:628-780 11:781-785 13:786-2024],Transcript_8563
TRINITY_DN965_c2_g2_i1 len=972 path=[0:0-971],Transcript_8564
TRINITY_DN965_c0_g1_i1 len=3776 path=[0:0-933 2:934-3775],Transcript_8565
TRINITY_DN965_c0_g2_i1 len=1736 path=[0:0-1735],Transcript_8566
TRINITY_DN965_c2_g3_i1 len=2000 path=[0:0-1999],Transcript_8567
TRINITY_DN965_c3_g1_i1 len=442 path=[0:0-441],Transcript_8568
TRINITY_DN965_c4_g1_i1 len=2376 path=[0:0-2375],Transcript_8569
TRINITY_DN965_c3_g2_i2 len=1804 path=[0:0-1803],Transcript_8570
TRINITY_DN965_c1_g3_i3 len=2034 path=[0:0-2033],Transcript_8571
TRINITY_DN965_c1_g2_i1 len=2181 path=[0:0-726 1:727-804 2:805-1346 3:1347-1581 4:1582-2180],Transcript_8572
TRINITY_DN965_c1_g1_i1 len=3455 path=[0:0-3454],Transcript_8573
TRINITY_DN965_c2_g1_i1 len=1588 path=[0:0-477 1:478-549 2:550-672 3:673-752 4:753-1587],Transcript_8574
TRINITY_DN965_c2_g4_i1 len=1772 path=[0:0-1771],Transcript_8575
TRINITY_DN965_c1_g4_i1 len=1163 path=[0:0-1162],Transcript_8576
TRINITY_DN952_c0_g1_i2 len=1990 path=[0:0-1155 1:1156-1300 2:1301-1397 3:1398-1462 4:1463-1578 5:1579-1647 6:1648-1989],Transcript_8577
TRINITY_DN993_c0_g1_i2 len=1361 path=[0:0-321 1:322-518 2:519-647 3:648-932 4:933-1360],Transcript_8578
TRINITY_DN934_c0_g1_i1 len=1553 path=[0:0-676 1:677-753 2:754-1552],Transcript_8579
TRINITY_DN985_c0_g1_i1 len=2296 path=[0:0-482 1:483-548 2:549-624 3:625-749 4:750-1469 5:1470-1568 6:1569-2295],Transcript_8580
TRINITY_DN915_c0_g1_i1 len=1990 path=[0:0-1989],Transcript_8581
TRINITY_DN959_c0_g1_i1 len=3108 path=[0:0-1042 2:1043-2315 3:2316-2558 5:2559-2638 6:2639-2820 7:2821-2887 8:2888-3107],Transcript_8582
TRINITY_DN959_c0_g2_i2 len=3681 path=[0:0-1271 2:1272-3680],Transcript_8583
TRINITY_DN959_c0_g3_i2 len=1288 path=[0:0-1287],Transcript_8584
TRINITY_DN959_c1_g2_i1 len=1259 path=[0:0-1258],Transcript_8585
TRINITY_DN959_c1_g1_i2 len=2518 path=[0:0-985 1:986-2517],Transcript_8586
TRINITY_DN932_c2_g2_i1 len=291 path=[0:0-290],Transcript_8587
TRINITY_DN932_c0_g1_i1 len=2577 path=[0:0-2576],Transcript_8588
TRINITY_DN932_c1_g3_i1 len=708 path=[0:0-707],Transcript_8589
TRINITY_DN932_c1_g1_i3 len=3255 path=[4:0-2442 6:2443-2468 9:2469-2474 11:2475-2475 12:2476-2498 25:2499-2904 26:2905-3254],Transcript_8590
TRINITY_DN932_c2_g1_i1 len=347 path=[0:0-346],Transcript_8591
TRINITY_DN932_c1_g4_i1 len=2501 path=[0:0-2500],Transcript_8592
TRINITY_DN920_c2_g1_i1 len=776 path=[0:0-775],Transcript_8593
TRINITY_DN920_c0_g2_i4 len=3122 path=[1:0-614 2:615-686 3:687-2100 4:2101-2124 5:2125-2255 7:2256-2439 8:2440-3121],Transcript_8594
TRINITY_DN941_c0_g4_i3 len=697 path=[0:0-377 2:378-563 3:564-696],Transcript_8595
TRINITY_DN941_c0_g1_i1 len=2442 path=[0:0-965 1:966-1043 2:1044-1046 3:1047-1148 4:1149-1999 6:2000-2441],Transcript_8596
TRINITY_DN941_c0_g2_i1 len=1081 path=[1:0-601 2:602-625 3:626-1080],Transcript_8597
TRINITY_DN941_c0_g3_i2 len=2075 path=[0:0-1592 1:1593-2074],Transcript_8598
TRINITY_DN941_c4_g1_i2 len=3136 path=[1:0-715 2:716-3135],Transcript_8599
TRINITY_DN941_c1_g1_i1 len=841 path=[0:0-163 1:164-311 2:312-840],Transcript_8600
TRINITY_DN941_c2_g1_i1 len=1481 path=[0:0-1480],Transcript_8601
TRINITY_DN962_c0_g1_i3 len=2627 path=[0:0-48 1:49-264 2:265-2210 4:2211-2626],Transcript_8602
TRINITY_DN933_c0_g1_i1 len=818 path=[0:0-817],Transcript_8603
TRINITY_DN917_c1_g1_i1 len=3469 path=[0:0-3468],Transcript_8604
TRINITY_DN917_c0_g1_i1 len=1470 path=[0:0-1469],Transcript_8605
TRINITY_DN951_c0_g1_i2 len=4001 path=[0:0-874 2:875-1414 3:1415-1641 4:1642-4000],Transcript_8606
TRINITY_DN2948_c1_g2_i1 len=4311 path=[0:0-1226 2:1227-4310],Transcript_8607
TRINITY_DN2948_c1_g1_i1 len=1256 path=[0:0-78 1:79-191 2:192-1255],Transcript_8608
TRINITY_DN2948_c0_g1_i3 len=2667 path=[0:0-1859 2:1860-2092 4:2093-2666],Transcript_8609
TRINITY_DN2948_c1_g4_i1 len=1089 path=[0:0-1088],Transcript_8610
TRINITY_DN2963_c1_g1_i4 len=2061 path=[0:0-1427 1:1428-2060],Transcript_8611
TRINITY_DN2963_c0_g1_i4 len=2004 path=[1:0-515 2:516-577 3:578-655 4:656-736 5:737-1587 6:1588-1614 8:1615-1723 10:1724-2003],Transcript_8612
TRINITY_DN2963_c0_g3_i3 len=1188 path=[0:0-423 1:424-532 2:533-786 3:787-864 4:865-1187],Transcript_8613
TRINITY_DN2927_c0_g1_i4 len=1435 path=[1:0-437 2:438-680 3:681-730 5:731-771 6:772-895 7:896-948 9:949-1261 11:1262-1434],Transcript_8614
TRINITY_DN2973_c1_g2_i1 len=1711 path=[0:0-1710],Transcript_8615
TRINITY_DN2973_c0_g1_i10 len=2275 path=[0:0-1433 2:1434-1830 3:1831-1890 4:1891-1955 5:1956-2078 6:2079-2274],Transcript_8616
TRINITY_DN2973_c0_g2_i3 len=863 path=[0:0-456 2:457-631 3:632-719 4:720-862],Transcript_8617
TRINITY_DN2973_c0_g3_i1 len=492 path=[0:0-491],Transcript_8618
TRINITY_DN2970_c1_g1_i2 len=1636 path=[0:0-493 1:494-570 2:571-666 4:667-1635],Transcript_8619
TRINITY_DN2970_c0_g1_i4 len=2703 path=[0:0-1134 1:1135-1201 2:1202-1203 3:1204-1227 4:1228-1349 5:1350-1478 6:1479-2702],Transcript_8620
TRINITY_DN2987_c4_g3_i1 len=417 path=[0:0-416],Transcript_8621
TRINITY_DN2987_c0_g1_i1 len=1625 path=[0:0-1624],Transcript_8622
TRINITY_DN2987_c5_g1_i1 len=697 path=[0:0-696],Transcript_8623
TRINITY_DN2987_c2_g3_i1 len=2016 path=[0:0-2015],Transcript_8624
TRINITY_DN2987_c3_g1_i2 len=2543 path=[0:0-1087 2:1088-2542],Transcript_8625
TRINITY_DN2987_c4_g1_i1 len=843 path=[0:0-842],Transcript_8626
TRINITY_DN2987_c2_g5_i1 len=1430 path=[0:0-389 2:390-1429],Transcript_8627
TRINITY_DN2987_c1_g3_i1 len=257 path=[0:0-256],Transcript_8628
TRINITY_DN2987_c1_g2_i1 len=461 path=[0:0-460],Transcript_8629
TRINITY_DN2987_c2_g1_i3 len=3048 path=[1:0-1383 2:1384-1393 3:1394-3047],Transcript_8630
TRINITY_DN2987_c2_g4_i1 len=264 path=[0:0-263],Transcript_8631
TRINITY_DN2987_c1_g4_i1 len=936 path=[0:0-935],Transcript_8632
TRINITY_DN2932_c0_g1_i2 len=732 path=[0:0-318 1:319-400 2:401-731],Transcript_8633
TRINITY_DN2939_c1_g2_i3 len=1068 path=[0:0-454 2:455-1067],Transcript_8634
TRINITY_DN2939_c2_g1_i1 len=1166 path=[0:0-1165],Transcript_8635
